file_urls,type,product,eans,thumb,url,source,brand,product_lang,model
https://www.proficare-germany.de/pub/media/downloads/330890/de/weiteres/DATENSCHUTZERKLÄRUNG_D_Profi Care PC-VL 3089 LB_Ventilator mit Luftbefeuchter.pdf,More Informations,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
https://www.proficare-germany.de/pub/media/downloads/330890/en/bedienungsanleitung/PC-VL3089LB_IM.pdf,Operating instructions,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
https://www.proficare-germany.de/pub/media/downloads/330890/en/ce_erklaerung/PC-VL 3089 LB EU-Konform 01.pdf,ce_erklaerung,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
https://www.proficare-germany.de/pub/media/downloads/330890/en/weiteres/DATENSCHUTZERKLÄRUNG_GB_Profi Care PC-VL 3089 LB_fan with dehumidifier.pdf,More Informations,Standing fan ,4006160308907,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-vl_3089_lb_01_72_notest.jpg,https://www.proficare-germany.de/products/proficare-stand-ventilator-pc-vl-3089-lb-schwarz.html?___store=10,proficare-germany.de,ProfiCare,en,PC-VL 3089
https://www.proficare-germany.de/pub/media/downloads/330950/de/bedienungsanleitung/PC-FT3095_IM_385x316mm.pdf,Operating instructions,Contactless forehead thermometer ,4006160309508,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ft_3095_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-kontaktloses-stirnthermometer-pc-ft-3095-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-FT 3095
https://www.proficare-germany.de/pub/media/downloads/330950/en/bedienungsanleitung/PC-FT3095_IM_385x316mm.pdf,Operating instructions,Contactless forehead thermometer ,4006160309508,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ft_3095_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-kontaktloses-stirnthermometer-pc-ft-3095-weiss.html?___store=10,proficare-germany.de,ProfiCare,en,PC-FT 3095
https://www.proficare-germany.de/pub/media/downloads/330940/de/bedienungsanleitung/PC-FT3094_IM 90x126mm.pdf,Operating instructions,Contactless forehead thermometer ,4006160309409,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ft_3094_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-kontaktloses-stirnthermometer-pc-ft-3094-weiss-silber.html?___store=10,proficare-germany.de,ProfiCare,en,PC-FT 3094
https://www.proficare-germany.de/pub/media/downloads/330940/en/bedienungsanleitung/PC-FT3094_IM 90x126mm.pdf,Operating instructions,Contactless forehead thermometer ,4006160309409,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-ft_3094_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-kontaktloses-stirnthermometer-pc-ft-3094-weiss-silber.html?___store=10,proficare-germany.de,ProfiCare,en,PC-FT 3094
https://www.proficare-germany.de/pub/media/downloads/330867/de/bedienungsanleitung/PC-MP3087_IM_new.pdf,Operating instructions,Elektric massage gun ,4006160308679,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-mp_3087_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-elektrische-massagerpistole-pc-mp-3087-silber.html?___store=10,proficare-germany.de,ProfiCare,en,PC-MP 3087
https://www.proficare-germany.de/pub/media/downloads/330867/en/bedienungsanleitung/PC-MP3087_IM_new.pdf,Operating instructions,Elektric massage gun ,4006160308679,https://www.proficare-germany.de/pub/media/catalog/product/p/c/pc-mp_3087_01_72_notest.png,https://www.proficare-germany.de/produkte/proficare-elektrische-massagerpistole-pc-mp-3087-silber.html?___store=10,proficare-germany.de,ProfiCare,en,PC-MP 3087
