file_urls,type,product,model,thumb,url,source,brand,product_lang
https://www.accumed.com.br/wp-content/uploads/2022/03/IM-_TNALJP_REV06_141020.pdf,manuais,TENS,Estimulador Tens Alívio Já ,https://www.accumed.com.br/wp-content/uploads/2018/08/Tens1q-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=tens, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2021/02/Instruções-de-uso-Garrote-Premium.pdf,manuais,Garrote,,https://www.accumed.com.br/wp-content/uploads/2018/08/GA1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=garrote, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/MANUAL-BLASMART_REV02_190717.pdf,manuais,Bombas de leite,leite materno automática Smart ,https://www.accumed.com.br/wp-content/uploads/2018/08/B3-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=bombas_de_leite, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BLACOMP.pdf,manuais,Bombas de leite,leite materno elétrica ,https://www.accumed.com.br/wp-content/uploads/2018/08/B2-2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=bombas_de_leite, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/MANUAL_BLACONF_REV07_300617.pdf,manuais,Bombas de leite,leite materno manual Confort ,https://www.accumed.com.br/wp-content/uploads/2018/08/B1-2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=bombas_de_leite, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/BLMACOMF2.pdf,manuais,Bombas de leite,Leite Manual  Comfort 2,https://www.accumed.com.br/wp-content/uploads/2021/05/Bomba-Tira-Leite-Manual-G-Tech-Comfort-2.jpg,https://www.accumed.com.br/downloads/?vp_filter=bombas_de_leite, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2020/12/IM_BLASMALCD_REV02_280920.pdf,manuais,Bombas de leite,leite materno automática Smart LCD ,https://www.accumed.com.br/wp-content/uploads/2020/12/LCD1.png,https://www.accumed.com.br/downloads/?vp_filter=bombas_de_leite, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/Manual_UMALFRTM_Rev09_231120.pdf,manuais,Umidificadores de ar,Allergy Free Timer ,https://www.accumed.com.br/wp-content/uploads/2018/08/U1-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=umidificadores_de_ar, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/Manual-UMALFRDUAL_Rev14_231120.pdf%20,manuais,Umidificadores de ar,Allergy Free Dual ,https://www.accumed.com.br/wp-content/uploads/2018/08/U3-2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=umidificadores_de_ar, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/Manual-UMALFRFILTER2_Rev11_231120.pdf,manuais,Umidificadores de ar,Allergy Free Filter 2 ,https://www.accumed.com.br/wp-content/uploads/2018/08/U2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=umidificadores_de_ar, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/IM_UMALFRHM_REV00_240317.pdf,manuais,Umidificadores de ar,Allergy Free HM ,https://www.accumed.com.br/wp-content/uploads/2018/08/U4-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=umidificadores_de_ar, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGT400.pdf,manuais,Termômetros,,https://www.accumed.com.br/wp-content/uploads/2018/08/TPF1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGTSPF.pdf,manuais,Termômetros,Fun ,https://www.accumed.com.br/wp-content/uploads/2018/08/TF2-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGTURF.pdf,manuais,Termômetros, Urso,https://www.accumed.com.br/wp-content/uploads/2018/08/TF1-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGTH150-1.pdf,manuais,Termômetros, Linha iColor,https://www.accumed.com.br/wp-content/uploads/2018/08/TIC0-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGT1027.pdf,manuais,Termômetros,THGT1027B ,https://www.accumed.com.br/wp-content/uploads/2019/08/THGT1027B.png,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/THGTSC1.pdf,manuais,Termômetros,,https://www.accumed.com.br/wp-content/uploads/2018/08/TSC1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2020/10/Termômetro-Infravermelho-Testa-Ultra-Compacto-G-TECH-GO.pdf,manuais,Termômetros,Go! ,https://www.accumed.com.br/wp-content/uploads/2020/10/THGTGO.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2020/10/Termômetro-Digital-de-Testa-Sem-Contato-Premium.pdf,manuais,Termômetros,Premium ,https://www.accumed.com.br/wp-content/uploads/2020/10/THPRSC1.jpg,https://www.accumed.com.br/downloads/?vp_filter=termometros, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/IM_MASIRBIV_REV03_260417pdf.pdf,manuais,Massageadores,Magnet Plus ,https://www.accumed.com.br/wp-content/uploads/2018/08/I1-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=massageadores, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/IM_MASPOPRO1122_REV01_220211.pdf,manuais,Massageadores,Power Pro ,https://www.accumed.com.br/wp-content/uploads/2018/08/P1-3.jpg,https://www.accumed.com.br/downloads/?vp_filter=massageadores, accumed.com,G-Tech,pt
https://www.accumed.com.br/wp-content/uploads/2022/03/MAPMZ1.pdf,manuais,M.A.P.A.,BP3MZ1 ,https://www.accumed.com.br/wp-content/uploads/2018/08/M1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=m_a_p_a, accumed.com,G-Tech,pt
http://accumed.com.br/soft/Soft_MAPA_V2_0_1_1.zip,manuais,M.A.P.A.,Clique BP3MZ1 ,https://www.accumed.com.br/wp-content/uploads/2018/08/downl.jpg,https://www.accumed.com.br/downloads/?vp_filter=m_a_p_a, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/08/Manual_Glass7FW.pdf,manuais,Balanças,Glass ,https://www.accumed.com.br/wp-content/uploads/2018/08/B3-2-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=balancas, accumed.com,G-Tech,pt
http://accumed.com.br/wp-content/uploads/2018/11/IM_BALGLPRO_REV06_011216.pdf,manuais,Balanças,Glass Pro ,https://www.accumed.com.br/wp-content/uploads/2018/08/B6-1-1.jpg,https://www.accumed.com.br/downloads/?vp_filter=balancas, accumed.com,G-Tech,pt
